Combination,Price,Base Fare,Taxes,outbound fare,inbound fare,outbound 1 airport departure,outbound 1 airport arrival,outbound 1 time departure,outbound 1 time arrival,outbound 1 flight number,outbound 2 airport departure,outbound 2 airport arrival,outbound 2 time departure,outbound 2 time arrival,outbound 2 flight number,inbound 1 airport departure,inbound 1 airport arrival,inbound 1 time departure,inbound 1 time arrival,inbound 1 flight number,inbound 2 airport departure,inbound 2 airport arrival,inbound 2 time departure,inbound 2 time arrival,inbound 2 flight number,outbound stops,inbound stops
1,684.13,359.0,325.13,STANDARD,STANDARD,MAD,AUH,2024/03/09 14:00,2024/03/09 23:40,UX2703,,,,,,AUH,MAD,2024/03/23 07:30,2024/03/23 12:30,UX2703,,,,,,0,0
